order_id,order_date,city,category,product,quantity,unit_price,total_amount,customer_id
2860,2024-12-26,NY,Electronics,Phone Case,1,14.26,14.26,352
138,2024-09-27,CHI,Grocery,Olive Oil,1,19.3,19.3,189
1477,2024-12-14,SF,Electronics,Laptop,1,771.46,771.46,66
204,2024-02-15,SF,Electronics,Phone Case,1,16.06,16.06,417
314,2025-09-20,CHI,Toys,Board Game,1,27.54,27.54,497
2931,2025-06-07,NY,Electronics,Laptop,1,853.5,853.5,45
83,2024-12-08,CHI,Grocery,Olive Oil,1,20.83,20.83,292
2163,2025-04-04,CHI,Home,Lamp,3,26.96,80.88,391
1086,2024-05-22,LA,Toys,Action Figure,1,13.27,13.27,157
1862,2024-11-02,LA,Clothing,T-Shirt,4,21.58,86.32,246
1890,2025-12-18,LA,Electronics,Laptop,4,901.72,3606.88,436
246,2025-12-05,NY,Grocery,Olive Oil,3,23.96,71.88,306
100,2025-11-08,LA,Clothing,Jeans,2,59.75,119.5,218
1639,2025-12-04,CHI,Electronics,Phone Case,1,16.72,16.72,43
1395,2024-05-18,LA,Grocery,Coffee Beans,1,14.77,14.77,155
1776,2024-09-19,CHI,Clothing,Jacket,4,113.79,455.16,146
2044,2025-12-18,NY,Home,Blender,4,40.75,163.0,323
1479,2025-04-04,CHI,Electronics,Headphones,1,42.86,42.86,380
626,2024-12-24,NY,Electronics,Phone Case,5,12.85,64.25,120
2208,2025-11-27,NY,Home,Blender,1,38.35,38.35,468
1376,2024-12-05,NY,Clothing,T-Shirt,1,18.89,18.89,342
486,2024-02-10,SF,Home,Lamp,3,25.95,77.85,411
1783,2025-11-20,SF,Clothing,Jeans,2,57.61,115.22,286
2367,2025-01-05,CHI,Electronics,Phone Case,2,13.7,27.4,309
36,2024-09-28,SF,Home,Blender,1,47.29,47.29,235
1024,2024-05-25,LA,Electronics,Phone Case,3,15.0,45.0,401
721,2024-12-28,NY,Grocery,Coffee Beans,2,12.77,25.54,497
1587,2024-01-25,LA,Toys,Action Figure,3,12.63,37.89,151
115,2024-12-11,SF,Clothing,Jacket,4,120.3,481.2,421
1039,2025-09-09,NY,Clothing,Jacket,2,128.6,257.2,302
1038,2025-08-05,LA,Clothing,Jacket,4,116.26,465.04,283
434,2024-04-03,CHI,Toys,Action Figure,2,11.96,23.92,95
937,2025-09-12,NY,Home,Blender,1,44.61,44.61,3
1846,2025-05-15,NY,Grocery,Snack Box,3,9.21,27.63,161
1297,2024-09-07,NY,Electronics,Phone Case,1,17.15,17.15,80
2599,2024-11-13,LA,Grocery,Olive Oil,1,19.9,19.9,193
23,2024-12-12,NY,Grocery,Olive Oil,1,19.5,19.5,302
1252,2024-11-06,CHI,Grocery,Olive Oil,1,24.93,24.93,352
2924,2024-05-12,LA,Toys,Board Game,2,24.81,49.62,363
2672,2024-05-10,NY,Grocery,Coffee Beans,1,11.91,11.91,477
633,2024-12-11,NY,Home,Blender,1,49.91,49.91,86
904,2025-08-13,CHI,Electronics,Phone Case,4,15.91,63.64,138
1508,2024-06-09,CHI,Electronics,Phone Case,2,13.7,27.4,441
124,2025-12-21,NY,Electronics,Laptop,3,1029.15,3087.45,228
1535,2024-01-03,LA,Grocery,Snack Box,1,11.23,11.23,47
1894,2025-12-05,NY,Toys,Board Game,3,25.58,76.74,116
487,2024-11-22,LA,Home,Lamp,1,32.15,32.15,169
936,2025-11-18,NY,Clothing,Jacket,2,115.81,231.62,27
884,2025-11-25,NY,Electronics,Phone Case,1,12.99,12.99,498
1729,2025-10-19,LA,Clothing,Jacket,2,113.18,226.36,204
2013,2025-08-26,NY,Toys,Board Game,1,23.38,23.38,243
194,2024-08-15,SF,Grocery,Coffee Beans,1,15.39,15.39,477
811,2024-12-06,CHI,Toys,Puzzle,4,17.92,71.68,192
2364,2024-11-08,NY,Grocery,Coffee Beans,1,13.29,13.29,19
473,2024-07-23,NY,Toys,Action Figure,1,11.58,11.58,457
864,2024-01-18,SF,Toys,Board Game,1,22.12,22.12,354
312,2025-11-24,SF,Grocery,Coffee Beans,3,14.28,42.84,197
809,2025-12-08,NY,Clothing,Jacket,2,118.01,236.02,167
79,2024-12-28,NY,Clothing,T-Shirt,3,20.55,61.65,408
184,2025-01-20,SF,Grocery,Snack Box,1,11.31,11.31,417
2266,2025-12-12,CHI,Grocery,Olive Oil,1,21.18,21.18,430
354,2024-12-25,CHI,Clothing,T-Shirt,2,21.86,43.72,85
515,2024-06-13,SF,Clothing,T-Shirt,1,21.02,21.02,75
1774,2025-11-21,CHI,Toys,Action Figure,4,11.2,44.8,22
916,2025-11-16,SF,Electronics,Headphones,1,36.57,36.57,359
1603,2025-08-01,NY,Clothing,Jacket,2,123.06,246.12,385
2928,2024-11-15,LA,Clothing,Jacket,1,105.57,105.57,238
2705,2024-11-19,LA,Electronics,Laptop,1,891.36,891.36,287
843,2025-11-24,CHI,Home,Cookware Set,3,89.26,267.78,461
2447,2025-07-23,SF,Clothing,T-Shirt,5,20.82,104.1,125
756,2025-03-10,CHI,Grocery,Olive Oil,2,22.81,45.62,197
2123,2024-09-27,NY,Toys,Action Figure,3,11.9,35.7,492
491,2025-08-05,LA,Clothing,T-Shirt,2,19.5,39.0,313
2798,2025-12-18,LA,Clothing,Jeans,2,50.63,101.26,84
698,2025-08-27,LA,Toys,Action Figure,1,11.82,11.82,452
738,2025-04-21,LA,Toys,Action Figure,3,12.66,37.98,74
2394,2024-01-06,SF,Electronics,Laptop,2,1029.0,2058.0,479
1690,2025-11-17,LA,Grocery,Snack Box,2,10.65,21.3,413
394,2025-06-26,CHI,Toys,Puzzle,1,19.23,19.23,252
358,2025-11-23,CHI,Clothing,Jacket,1,113.6,113.6,251
1864,2025-12-16,NY,Home,Lamp,2,28.99,57.98,343
1013,2024-11-12,NY,Electronics,Phone Case,3,15.59,46.77,330
1313,2024-05-07,CHI,Home,Blender,1,42.33,42.33,212
2238,2025-11-02,LA,Toys,Puzzle,4,19.23,76.92,490
1871,2025-12-07,NY,Grocery,Olive Oil,1,21.08,21.08,159
1952,2025-10-22,CHI,Toys,Board Game,2,26.4,52.8,366
2095,2024-06-28,SF,Toys,Puzzle,1,20.22,20.22,257
2665,2024-10-07,CHI,Grocery,Snack Box,1,11.31,11.31,287
1417,2024-04-18,CHI,Electronics,Phone Case,1,13.47,13.47,166
2600,2025-10-23,LA,Home,Cookware Set,2,92.93,185.86,466
170,2025-12-27,CHI,Electronics,Laptop,2,920.45,1840.9,149
2579,2024-11-17,LA,Toys,Action Figure,3,10.85,32.55,320
2567,2025-12-28,SF,Home,Blender,1,40.09,40.09,271
1011,2025-02-23,CHI,Home,Blender,2,49.05,98.1,174
2400,2024-10-27,NY,Clothing,T-Shirt,1,21.94,21.94,164
2296,2025-01-26,SF,Grocery,Olive Oil,3,23.22,69.66,53
2031,2024-12-01,SF,Home,Blender,,50.4,50.4,333
2925,2025-12-06,LA,Grocery,Snack Box,1,11.32,11.32,139
1423,2025-02-21,NY,Electronics,Headphones,1,44.72,44.72,175
2423,2024-11-12,NY,Home,Blender,,38.82,77.64,342
667,2024-09-29,SF,Grocery,Snack Box,1,10.07,10.07,351
470,2025-11-25,NY,Clothing,Jeans,2,53.5,107.0,250
477,2024-12-01,LA,Clothing,Jeans,2,63.19,126.38,115
1410,2024-01-12,NY,Electronics,Laptop,2,888.41,1776.82,331
2002,2024-11-05,NY,Clothing,Jeans,1,49.2,49.2,230
957,2024-12-03,,Clothing,Jeans,2,55.45,110.9,154
1703,2024-06-04,CHI,Grocery,Coffee Beans,3,15.44,46.32,440
1349,2025-10-21,NY,Toys,Board Game,1,25.57,25.57,467
318,2024-11-06,CHI,Electronics,Headphones,2,45.32,90.64,230
339,2024-01-24,NY,Electronics,Laptop,3,777.06,2331.18,347
622,2025-10-23,CHI,Grocery,Olive Oil,1,21.31,21.31,113
858,2025-04-17,LA,Home,Blender,1,46.1,46.1,183
727,2025-06-12,LA,Home,Blender,1,48.64,48.64,106
1077,2024-09-17,LA,Toys,Puzzle,3,16.15,48.45,385
342,2024-11-19,NY,Grocery,Olive Oil,3,21.27,63.81,410
2519,2024-07-23,NY,Electronics,Phone Case,3,16.38,49.14,8
677,2024-12-18,NY,Home,Lamp,2,33.3,66.6,21
2776,2024-11-20,SF,Grocery,Olive Oil,1,21.87,21.87,351
2987,2025-01-11,SF,Grocery,Coffee Beans,3,14.84,44.52,348
2894,2024-12-13,LA,Grocery,Snack Box,5,10.34,51.7,39
2757,2024-03-21,SF,Electronics,Headphones,2,45.08,90.16,369
635,2024-06-10,SF,Grocery,Coffee Beans,1,13.46,13.46,477
1742,2024-10-09,NY,Clothing,T-Shirt,1,21.09,21.09,366
641,2025-10-15,LA,Home,Cookware Set,1,81.61,81.61,453
229,2025-03-02,NY,Grocery,Olive Oil,3,23.0,69.0,255
1725,2025-09-23,LA,Clothing,Jeans,1,60.88,60.88,163
2965,2025-12-09,LA,Clothing,T-Shirt,3,20.7,62.1,491
2955,2025-11-17,SF,Home,Cookware Set,1,80.48,80.48,293
132,2024-02-20,CHI,Toys,Action Figure,4,10.23,40.92,427
2715,2024-10-25,LA,Home,Lamp,2,26.31,52.62,45
2059,2024-08-28,CHI,Toys,Board Game,1,24.54,24.54,113
1756,2025-07-04,NY,Clothing,Jeans,1,47.25,47.25,414
2908,2025-09-24,LA,Grocery,Snack Box,1,9.79,9.79,175
1536,2024-11-05,CHI,Grocery,Coffee Beans,2,12.5,25.0,218
2609,2025-11-19,SF,Grocery,Olive Oil,1,19.47,19.47,162
98,2024-11-06,NY,Clothing,Jacket,2,109.6,219.2,210
1105,2025-11-03,LA,Toys,Action Figure,1,11.86,11.86,366
130,2024-07-22,CHI,Toys,Puzzle,3,16.65,49.95,55
2290,2025-02-16,NY,Toys,Board Game,5,21.49,107.45,160
80,2025-12-01,CHI,Grocery,Coffee Beans,2,13.36,26.72,422
742,2024-11-05,CHI,Electronics,Laptop,1,915.16,915.16,206
2183,2025-12-04,SF,Home,Cookware Set,4,97.47,389.88,208
824,2025-11-21,SF,Home,Cookware Set,2,96.02,192.04,455
2359,2025-05-18,NY,Toys,Action Figure,2,12.97,25.94,231
1993,2024-11-26,NY,Clothing,Jacket,1,113.78,113.78,77
968,2024-11-24,CHI,Home,Lamp,2,26.83,53.66,494
2500,2024-11-16,SF,Toys,Board Game,4,22.03,88.12,471
837,2024-12-27,SF,Home,Lamp,,32.43,32.43,234
2581,2024-09-16,CHI,Clothing,T-Shirt,1,18.38,18.38,35
1716,2025-12-22,SF,Electronics,Phone Case,1,16.38,16.38,54
30,2024-12-16,LA,Grocery,Coffee Beans,4,15.97,63.88,443
2939,2024-11-27,NY,Home,Blender,3,39.48,118.44,298
2592,2025-12-17,LA,Grocery,Snack Box,1,9.53,9.53,485
2810,2025-11-11,SF,Clothing,Jeans,4,50.86,203.44,257
628,2024-12-03,CHI,Electronics,Laptop,3,786.66,2359.98,93
1040,2025-08-06,SF,Clothing,Jacket,1,104.34,104.34,99
2080,2025-11-07,NY,Home,Blender,2,45.45,90.9,79
1018,2024-11-09,NY,Home,Blender,1,39.8,39.8,79
1191,2024-11-05,LA,Electronics,Phone Case,1,16.44,16.44,303
2514,2025-09-22,LA,Toys,Board Game,3,23.83,71.49,466
1974,2024-10-28,CHI,Toys,Puzzle,1,20.01,20.01,21
1905,2025-08-30,NY,Grocery,Olive Oil,2,19.33,38.66,479
2180,2025-12-17,LA,Electronics,Laptop,1,894.15,894.15,441
992,2025-02-17,LA,Home,Cookware Set,1,87.82,87.82,455
659,2025-11-20,SF,Clothing,Jacket,1,104.78,104.78,20
454,2025-04-30,SF,Home,Lamp,1,30.85,30.85,177
1147,2025-03-27,NY,Clothing,Jeans,4,62.97,251.88,445
2131,2024-02-13,NY,Clothing,Jeans,1,59.63,59.63,267
2953,2025-11-27,LA,Toys,Board Game,1,25.54,25.54,357
2909,2025-12-21,SF,Toys,Puzzle,1,18.23,18.23,377
356,2024-10-23,NY,Grocery,Coffee Beans,3,13.26,39.78,70
1427,2024-02-22,SF,Grocery,Olive Oil,2,19.37,38.74,12
573,2024-12-19,SF,Home,Blender,2,40.34,80.68,314
2989,2024-09-11,SF,Home,Cookware Set,5,86.78,433.9,481
382,2024-11-23,NY,Grocery,Coffee Beans,3,13.2,39.6,84
2244,2025-08-14,CHI,Electronics,Phone Case,4,14.25,57.0,313
2384,2025-03-22,CHI,Electronics,Laptop,2,770.28,1540.56,217
464,2024-11-22,CHI,Electronics,Phone Case,2,15.94,31.88,465
2659,2024-12-19,,Electronics,Headphones,1,34.01,34.01,390
2452,2025-03-05,LA,Toys,Board Game,3,22.98,68.94,409
1463,2025-12-10,LA,Home,Cookware Set,3,81.72,245.16,13
1153,2024-12-24,LA,Grocery,Coffee Beans,4,16.0,64.0,14
2635,2025-11-10,LA,Electronics,Headphones,1,45.68,45.68,103
1732,2024-11-22,SF,Grocery,Coffee Beans,1,13.26,13.26,14
2707,2024-11-22,LA,Toys,Puzzle,3,15.36,46.08,65
2913,2024-07-06,NY,Grocery,Olive Oil,1,19.81,19.81,387
1365,2024-12-06,SF,Toys,Puzzle,3,18.07,54.21,488
198,2025-07-15,CHI,Electronics,Headphones,3,37.07,111.21,57
2355,2025-01-12,LA,Grocery,Olive Oil,,25.13,50.26,159
744,2025-03-21,SF,Home,Blender,2,49.24,98.48,279
335,2025-06-06,LA,Toys,Board Game,1,21.33,21.33,229
1962,2025-06-09,NY,Electronics,Laptop,3,995.96,2987.88,202
2762,2024-01-10,SF,Clothing,Jeans,1,53.01,53.01,160
1144,2024-12-17,CHI,Home,Blender,3,51.57,154.71,336
14,2024-06-05,CHI,Toys,Board Game,4,26.92,107.68,306
1501,2024-06-29,SF,Toys,Action Figure,2,11.09,22.18,339
2747,2024-04-08,LA,Toys,Action Figure,1,12.38,12.38,171
1929,2025-06-29,NY,Home,Blender,5,47.58,237.9,129
1363,2025-06-24,SF,Electronics,Laptop,2,821.34,1642.68,390
2243,2025-12-10,LA,Electronics,Laptop,2,960.69,1921.38,483
2947,2024-11-12,CHI,Toys,Puzzle,2,19.84,39.68,386
1340,2024-04-20,CHI,Grocery,Snack Box,1,9.32,9.32,103
147,2025-11-05,SF,Clothing,Jeans,3,59.53,178.59,409
2067,2024-12-07,CHI,Home,Lamp,1,29.74,29.74,117
144,2025-12-18,SF,Home,Blender,5,44.24,221.2,32
779,2025-10-25,LA,Grocery,Coffee Beans,3,13.48,40.44,459
2712,2025-12-14,CHI,Toys,Board Game,4,24.25,97.0,106
1492,2024-12-09,SF,Clothing,Jacket,1,104.68,104.68,233
982,2024-04-23,NY,Electronics,Laptop,5,980.73,4903.65,422
2662,2024-01-20,CHI,Toys,Puzzle,3,15.58,46.74,83
1051,2024-11-04,CHI,Clothing,T-Shirt,2,22.51,45.02,34
1289,2025-10-29,SF,Clothing,Jacket,3,120.59,361.77,230
418,2024-04-23,SF,Electronics,Headphones,4,41.04,164.16,492
1739,2025-12-23,LA,Grocery,Snack Box,1,9.93,9.93,239
8,2025-12-07,SF,Electronics,Laptop,2,840.05,1680.1,360
1910,2025-11-30,CHI,Toys,Board Game,1,23.52,23.52,118
550,2025-07-06,LA,Electronics,Phone Case,4,13.92,55.68,188
2320,2025-10-07,LA,Clothing,Jeans,1,56.32,56.32,1
1872,2024-07-30,CHI,Electronics,Headphones,4,43.96,175.84,369
1660,2024-11-24,CHI,Home,Lamp,1,32.23,32.23,117
901,2025-08-03,CHI,Grocery,Coffee Beans,1,14.39,14.39,219
801,2024-04-01,SF,Toys,Board Game,1,21.3,21.3,214
614,2025-11-24,SF,Home,Cookware Set,2,76.21,152.42,227
2140,2025-04-08,LA,Home,Lamp,4,30.67,122.68,207
419,2025-12-11,LA,Electronics,Laptop,2,955.23,1910.46,500
939,2025-05-30,SF,Grocery,Coffee Beans,1,14.34,14.34,450
2898,2025-06-04,CHI,Toys,Action Figure,1,11.9,11.9,129
2404,2024-11-16,LA,Grocery,Snack Box,3,9.48,28.44,83
1299,2025-11-24,NY,Toys,Action Figure,4,12.51,50.04,470
2311,2024-06-18,CHI,Toys,Puzzle,,19.71,19.71,287
1183,2025-12-20,CHI,Grocery,Coffee Beans,5,13.51,67.55,153
42,2024-04-04,SF,Toys,Action Figure,3,13.46,40.38,23
267,2024-09-24,CHI,Clothing,Jeans,1,52.09,52.09,386
1988,2025-12-15,SF,Clothing,Jeans,4,61.69,246.76,212
432,2025-11-08,CHI,Electronics,Laptop,1,766.03,766.03,103
1908,2025-11-22,LA,Toys,Action Figure,1,13.27,13.27,496
388,2024-10-04,SF,Home,Blender,3,43.87,131.61,62
1366,2024-04-19,LA,Grocery,Snack Box,2,8.81,17.62,9
2853,2024-11-11,SF,Home,Cookware Set,1,83.95,83.95,395
1341,2024-03-06,NY,Grocery,Olive Oil,,21.17,42.34,491
2892,2024-11-12,LA,Clothing,Jeans,2,61.92,123.84,63
2181,2024-11-06,LA,Electronics,Laptop,1,971.42,971.42,323
724,2024-08-31,SF,Electronics,Laptop,2,876.74,1753.48,111
44,2024-06-01,SF,Electronics,Headphones,4,34.9,139.6,299
2929,2025-05-03,NY,Toys,Puzzle,2,20.13,40.26,217
2197,2025-02-03,SF,Home,Blender,4,47.21,188.84,352
1951,2024-12-08,CHI,Toys,Board Game,1,22.88,22.88,308
1758,2024-12-11,CHI,Clothing,Jacket,2,107.59,215.18,476
266,2025-12-22,NY,Grocery,Snack Box,3,11.19,33.57,95
1511,2024-11-02,SF,Toys,Action Figure,1,10.35,10.35,384
376,2025-03-06,LA,Home,Blender,3,43.47,130.41,391
1084,2024-08-02,CHI,Grocery,Coffee Beans,1,15.53,15.53,370
2643,2024-12-07,SF,Toys,Board Game,1,25.84,25.84,316
2505,2024-12-15,CHI,Grocery,Olive Oil,4,23.96,95.84,68
1055,2025-03-07,CHI,Grocery,Coffee Beans,1,14.58,14.58,96
898,2024-06-19,SF,Toys,Puzzle,2,19.68,39.36,497
893,2025-12-12,CHI,Grocery,Coffee Beans,2,15.11,30.22,180
1176,2024-10-25,LA,Clothing,Jacket,2,106.95,213.9,112
2861,2025-08-14,NY,Grocery,Snack Box,2,10.82,21.64,490
2049,2025-12-23,LA,Grocery,Olive Oil,1,18.71,18.71,296
1148,2024-11-19,LA,Clothing,T-Shirt,1,18.76,18.76,245
1002,2025-06-15,SF,Home,Cookware Set,2,85.67,171.34,300
150,2025-11-24,SF,Toys,Action Figure,1,12.05,12.05,235
2350,2025-12-19,CHI,Grocery,Snack Box,1,9.66,9.66,247
517,2025-12-13,SF,Grocery,Olive Oil,3,20.27,60.81,355
696,2024-02-25,LA,Home,Lamp,1,27.0,27.0,238
2116,2025-04-10,NY,Clothing,T-Shirt,,17.54,52.62,279
1601,2025-08-08,CHI,Toys,Action Figure,2,11.65,23.3,288
412,2025-11-03,LA,Grocery,Coffee Beans,1,15.99,-15.99,137
729,2024-11-15,NY,Toys,Board Game,3,22.02,66.06,296
2518,2024-07-10,CHI,Electronics,Phone Case,1,17.14,17.14,404
716,2024-11-11,SF,Clothing,Jacket,3,112.14,336.42,260
349,2025-05-21,CHI,Clothing,Jeans,2,62.65,-125.3,213
644,2024-11-07,NY,Electronics,Phone Case,1,15.72,15.72,249
1707,2025-02-04,LA,Clothing,Jeans,2,59.72,119.44,428
1777,2024-04-21,CHI,Grocery,Olive Oil,2,20.58,41.16,422
1239,2024-02-16,NY,Grocery,Olive Oil,1,23.3,23.3,407
32,2024-11-19,NY,Grocery,Snack Box,1,10.66,10.66,383
1041,2025-11-28,CHI,Electronics,Phone Case,2,15.8,31.6,2
227,2024-06-21,LA,Home,Cookware Set,2,85.85,171.7,88
2777,2024-09-07,NY,Clothing,T-Shirt,4,19.61,78.44,476
584,2025-12-08,LA,Electronics,Phone Case,3,14.03,42.09,233
519,2025-09-27,CHI,Grocery,Coffee Beans,1,11.95,11.95,425
1088,2025-12-08,SF,Toys,Puzzle,3,19.36,58.08,167
1620,2024-02-10,CHI,Toys,Puzzle,3,15.62,46.86,220
1241,2025-02-14,LA,Toys,Puzzle,3,17.37,52.11,95
2170,2025-12-05,CHI,Clothing,T-Shirt,1,19.28,19.28,254
1248,2024-09-19,NY,Home,Blender,1,48.11,48.11,370
1921,2025-10-02,LA,Clothing,T-Shirt,2,20.76,41.52,424
1034,2025-09-07,LA,Electronics,Laptop,1,1027.45,1027.45,430
2671,2024-12-07,NY,Clothing,Jeans,,46.85,140.55,86
2293,2024-11-02,SF,Electronics,Laptop,5,832.31,4161.55,313
2940,2025-12-28,CHI,Clothing,Jeans,1,55.55,55.55,378
1069,2024-12-23,SF,Electronics,Headphones,4,35.73,142.92,163
1796,2025-01-18,LA,Toys,Puzzle,3,19.96,59.88,202
1352,2025-05-20,CHI,Home,Lamp,3,26.22,78.66,153
2289,2025-11-27,,Toys,Action Figure,1,13.16,13.16,359
1167,2025-07-05,SF,Grocery,Snack Box,1,9.17,9.17,75
1759,2025-11-15,NY,Grocery,Olive Oil,4,23.87,95.48,174
2006,2025-11-05,CHI,Home,Lamp,2,27.18,54.36,402
993,2025-12-15,SF,Grocery,Snack Box,2,10.87,21.74,455
2453,2025-12-15,CHI,Electronics,Phone Case,1,13.39,13.39,456
3,2024-01-07,LA,Grocery,Olive Oil,2,20.15,40.3,358
762,2024-12-05,CHI,Toys,Puzzle,2,20.19,40.38,181
1525,2025-03-21,SF,Grocery,Olive Oil,1,21.34,21.34,268
509,2024-12-17,SF,Grocery,Snack Box,1,10.79,10.79,232
2382,2024-11-24,NY,Toys,Puzzle,2,17.01,34.02,235
2653,2025-02-07,SF,Grocery,Coffee Beans,2,14.68,29.36,495
1528,2025-12-03,NY,Grocery,Snack Box,1,10.99,10.99,160
1338,2024-10-14,NY,Clothing,Jeans,2,49.6,99.2,299
346,2025-12-11,LA,Electronics,Headphones,1,37.66,37.66,262
987,2025-03-15,CHI,Grocery,Olive Oil,1,23.9,23.9,460
260,2024-04-01,LA,Home,Lamp,1,28.07,28.07,274
1418,2024-06-27,CHI,Clothing,Jacket,1,130.64,130.64,387
2450,2025-07-23,CHI,Toys,Action Figure,5,12.92,64.6,166
1244,2024-11-09,LA,Electronics,Headphones,2,36.69,73.38,139
2490,2025-04-09,SF,Grocery,Snack Box,1,9.31,9.31,370
2814,2024-12-02,SF,Home,Blender,1,49.08,49.08,313
1262,2024-03-27,LA,Electronics,Phone Case,1,14.25,14.25,92
2598,2025-02-01,LA,Electronics,Headphones,4,36.11,144.44,113
680,2025-02-06,NY,Grocery,Olive Oil,1,20.19,20.19,374
1155,2025-06-11,LA,Toys,Puzzle,4,19.01,76.04,2
1855,2024-12-10,LA,Toys,Action Figure,1,10.59,10.59,301
1498,2025-12-16,LA,Toys,Puzzle,1,16.72,16.72,450
1527,2024-12-04,LA,Grocery,Olive Oil,1,21.82,21.82,85
2291,2024-12-22,CHI,Home,Cookware Set,3,87.28,261.84,64
1866,2024-06-17,LA,Electronics,Phone Case,2,16.72,33.44,275
1056,2024-11-15,CHI,Clothing,T-Shirt,1,21.78,21.78,263
1616,2025-04-17,NY,Grocery,Olive Oil,3,25.23,75.69,412
1593,2025-10-30,NY,Electronics,Headphones,1,45.4,45.4,429
1946,2025-08-16,CHI,Electronics,Headphones,1,36.87,36.87,229
2161,2025-08-19,CHI,Toys,Board Game,2,27.72,55.44,322
1750,2024-09-15,LA,Home,Lamp,2,27.1,54.2,134
2165,2025-01-28,LA,Toys,Puzzle,2,18.68,37.36,290
156,2025-01-16,NY,Electronics,Headphones,1,35.12,35.12,301
1880,2025-12-09,LA,Electronics,Phone Case,1,15.28,15.28,111
256,2025-03-28,CHI,Electronics,Laptop,1,1022.93,1022.93,110
796,2024-11-10,NY,Grocery,Coffee Beans,2,12.92,25.84,234
294,2025-02-10,SF,Toys,Board Game,3,26.47,79.41,398
1491,2024-04-29,NY,Electronics,Headphones,3,45.92,137.76,382
2338,2025-12-11,SF,Toys,Action Figure,5,11.09,55.45,307
389,2025-06-12,CHI,Grocery,Snack Box,1,11.21,11.21,36
2416,2025-01-03,LA,Clothing,T-Shirt,1,19.81,19.81,173
2206,2025-05-16,CHI,Toys,Action Figure,5,11.52,57.6,487
1849,2024-03-01,LA,Home,Cookware Set,3,75.9,227.7,325
2517,2024-02-05,NY,Clothing,Jeans,2,53.79,107.58,465
2502,2024-10-13,LA,Clothing,T-Shirt,5,19.18,95.9,222
653,2025-01-15,CHI,Home,Lamp,5,30.45,152.25,423
1209,2024-01-08,SF,Electronics,Phone Case,3,13.61,40.83,126
1867,2025-07-23,CHI,Electronics,Phone Case,1,16.1,16.1,82
568,2024-01-02,CHI,Toys,Puzzle,2,16.0,32.0,268
245,2024-12-05,NY,Grocery,Olive Oil,1,21.83,21.83,214
2783,2024-11-09,NY,Toys,Action Figure,3,11.79,35.37,415
2797,2025-10-02,SF,Clothing,T-Shirt,3,19.2,57.6,252
1430,2025-08-19,SF,Grocery,Coffee Beans,4,14.19,56.76,335
439,2024-02-05,LA,Home,Blender,4,43.58,174.32,62
1057,2024-12-20,SF,Home,Lamp,2,30.75,61.5,150
390,2024-03-29,NY,Toys,Action Figure,1,12.98,12.98,189
1412,2025-12-17,NY,Electronics,Headphones,4,38.29,153.16,90
1314,2025-06-19,SF,Toys,Action Figure,2,11.47,22.94,59
1505,2025-04-03,LA,Clothing,Jeans,1,57.25,57.25,275
1377,2024-09-27,LA,Toys,Action Figure,1,11.4,11.4,348
1476,2025-04-26,LA,Electronics,Laptop,2,836.11,1672.22,446
2844,2024-11-24,NY,Electronics,Laptop,2,892.56,1785.12,71
1408,2025-11-19,CHI,Grocery,Snack Box,1,10.6,10.6,189
815,2025-08-28,CHI,Toys,Puzzle,5,17.94,89.7,143
714,2025-10-02,LA,Home,Blender,1,38.27,38.27,410
1136,2024-07-17,SF,Electronics,Headphones,2,38.62,77.24,395
2966,2024-10-11,LA,Home,Blender,2,45.83,91.66,416
2916,2024-12-03,SF,Electronics,Headphones,1,44.21,44.21,292
1424,2025-10-19,LA,Clothing,Jacket,4,128.28,513.12,427
2347,2025-04-07,CHI,Clothing,T-Shirt,1,18.05,18.05,356
471,2024-12-07,LA,Home,Cookware Set,1,97.41,97.41,296
2489,2025-04-23,CHI,Electronics,Laptop,1,1029.64,1029.64,470
1824,2025-12-03,LA,Electronics,Phone Case,1,17.03,17.03,108
1720,2025-04-16,NY,Electronics,Laptop,2,939.71,1879.42,482
2121,2024-01-31,SF,Clothing,T-Shirt,5,21.92,109.6,399
297,2024-08-14,NY,Clothing,Jeans,1,51.91,51.91,134
1933,2025-08-18,NY,Grocery,Snack Box,3,9.46,28.38,371
2112,2024-08-19,SF,Grocery,Snack Box,4,10.02,40.08,124
569,2025-12-26,CHI,Toys,Action Figure,2,13.35,26.7,180
1682,2025-12-25,NY,Clothing,T-Shirt,1,18.06,18.06,32
1972,2024-07-28,CHI,Toys,Action Figure,1,12.77,12.77,492
1507,2024-12-27,NY,Toys,Board Game,1,27.1,27.1,336
2319,2025-12-04,CHI,Home,Lamp,1,30.11,30.11,73
2812,2024-11-27,NY,Electronics,Laptop,4,874.39,3497.56,23
2386,2024-08-18,NY,Electronics,Phone Case,3,13.16,39.48,414
2128,2024-11-23,SF,Clothing,Jeans,1,51.29,51.29,67
1388,2024-11-16,LA,Toys,Puzzle,3,20.53,61.59,239
2228,2025-12-21,LA,Electronics,Headphones,2,38.4,76.8,471
1074,2025-06-22,CHI,Grocery,Olive Oil,3,19.88,59.64,243
597,2025-11-21,LA,Grocery,Olive Oil,1,20.78,20.78,195
1679,2024-01-08,CHI,Home,Cookware Set,2,75.11,150.22,205
3000,2024-11-21,CHI,Clothing,Jeans,1,46.91,46.91,477
2390,2025-10-12,CHI,Clothing,Jacket,2,117.6,235.2,271
209,2025-11-24,CHI,Clothing,Jeans,1,58.17,58.17,41
